1,1,U,-4.3879
1,1,D,-4.8163
1,1,L,-4.3330
1,1,R,-4.5411
1,2,U,-4.3213
1,2,D,-17.1000
1,2,L,-4.8066
1,2,R,-4.2651
1,3,U,-4.3213
1,3,D,-17.1000
1,3,L,-4.2700
1,3,R,-4.7147
1,4,U,-4.2574
1,4,D,-18.8100
1,4,L,-4.2139
1,4,R,-18.9810
1,6,U,-0.9000
1,6,D,-17.1000
1,6,L,0.0000
1,6,R,-0.9000
1,7,U,-1.7190
1,7,D,-17.1000
1,7,L,-0.9900
1,7,R,-0.9900
1,8,U,-1.7190
1,8,D,-17.1000
1,8,L,-1.6290
1,8,R,-0.9900
1,9,U,-1.7190
1,9,D,-0.9900
1,9,L,-1.6290
1,9,R,-0.9000
1,10,U,-0.9000
1,10,D,-17.1000
1,10,L,-1.6290
1,10,R,-0.9000
1,11,U,-0.9000
1,11,D,-17.1000
1,11,L,-0.9000
1,11,R,-0.9000
1,12,U,-0.9000
1,12,D,-17.1000
1,12,L,0.0000
1,12,R,0.0000
1,13,U,0.0000
1,13,D,0.0000
1,13,L,0.0000
1,13,R,0.0000
1,15,U,-1.7190
1,15,D,-17.1000
1,15,L,-18.8100
1,15,R,-1.7092
1,16,U,-1.7190
1,16,D,-17.1000
1,16,L,-1.7289
1,16,R,-1.7019
1,17,U,-2.4643
1,17,D,-18.8100
1,17,L,-1.8747
1,17,R,-3.0619
1,18,U,-2.4725
1,18,D,-2.6977
1,18,L,-2.5382
1,18,R,-2.4643
2,1,U,-4.7837
2,1,D,-4.3753
2,1,L,-4.3213
2,1,R,-17.1000
2,9,U,-0.9000
2,9,D,-0.9000
2,9,L,-17.1000
2,9,R,-17.1000
2,18,U,-2.4824
2,18,D,-3.6488
2,18,L,-17.1000
2,18,R,-2.4643
3,1,U,-4.7440
3,1,D,-4.2786
3,1,L,-4.3213
3,1,R,-4.4937
3,2,U,-17.1000
3,2,D,-4.3358
3,2,L,-4.7480
3,2,R,-3.9555
3,3,U,-17.1000
3,3,D,-4.2316
3,3,L,-4.2715
3,3,R,-4.3662
3,4,U,-17.1000
3,4,D,-17.1000
3,4,L,-4.6484
3,4,R,-4.2770
3,5,U,-18.8100
3,5,D,-4.4698
3,5,L,-4.4122
3,5,R,-3.8977
3,6,U,-18.9981
3,6,D,-3.6212
3,6,L,-3.7369
3,6,R,-3.6999
3,7,U,-17.1000
3,7,D,-3.6927
3,7,L,-3.8476
3,7,R,-17.1000
3,9,U,-0.9000
3,9,D,-0.9000
3,9,L,0.0000
3,9,R,0.0000
3,11,U,-17.1000
3,11,D,-3.1484
3,11,L,-18.9810
3,11,R,-3.2723
3,12,U,-17.1000
3,12,D,-3.7066
3,12,L,-3.2355
3,12,R,-3.8060
3,13,U,-17.1000
3,13,D,-4.3326
3,13,L,-3.8022
3,13,R,-4.3372
3,14,U,-17.1000
3,14,D,-17.1000
3,14,L,-4.2477
3,14,R,-3.8399
3,15,U,-17.1000
3,15,D,-4.2525
3,15,L,-4.0847
3,15,R,-3.8110
3,16,U,-17.1000
3,16,D,-3.8154
3,16,L,-3.9103
3,16,R,-3.7537
3,17,U,-18.8100
3,17,D,-4.1725
3,17,L,-4.2093
3,17,R,-3.4013
3,18,U,-3.1661
3,18,D,-4.2919
3,18,L,-3.8086
3,18,R,-3.1425
4,1,U,-4.3214
4,1,D,-4.5686
4,1,L,-4.3213
4,1,R,-4.7498
4,2,U,-4.3598
4,2,D,-4.3770
4,2,L,-4.3811
4,2,R,-4.5796
4,3,U,-4.4438
4,3,D,-4.8716
4,3,L,-4.7265
4,3,R,-17.1000
4,5,U,-4.3768
4,5,D,-4.5546
4,5,L,-17.1000
4,5,R,-4.3848
4,6,U,-4.2042
4,6,D,-4.3448
4,6,L,-4.2924
4,6,R,-3.9217
4,7,U,-4.1483
4,7,D,-3.7716
4,7,L,-4.2526
4,7,R,-18.8100
4,9,U,-0.9000
4,9,D,-0.9000
4,9,L,-17.1000
4,9,R,-17.1000
4,11,U,-3.1890
4,11,D,-3.2595
4,11,L,-17.1000
4,11,R,-3.7153
4,12,U,-3.7741
4,12,D,-3.7672
4,12,L,-3.6999
4,12,R,-4.2999
4,13,U,-4.1568
4,13,D,-3.9625
4,13,L,-3.9183
4,13,R,-18.8100
4,15,U,-4.2703
4,15,D,-3.8852
4,15,L,-18.9810
4,15,R,-4.3732
4,16,U,-4.2228
4,16,D,-3.8649
4,16,L,-4.0104
4,16,R,-3.9588
4,17,U,-3.7604
4,17,D,-3.8272
4,17,L,-4.3860
4,17,R,-3.8798
4,18,U,-3.8233
4,18,D,-3.8091
4,18,L,-3.8969
4,18,R,-3.8764
5,1,U,-4.3219
5,1,D,-4.2596
5,1,L,-4.3213
5,1,R,-4.3283
5,2,U,-4.4138
5,2,D,-4.7597
5,2,L,-4.6769
5,2,R,-4.6776
5,3,U,-4.8315
5,3,D,-4.4573
5,3,L,-4.6739
5,3,R,-4.3783
5,4,U,-17.1000
5,4,D,-4.7625
5,4,L,-4.7798
5,4,R,-4.4480
5,5,U,-4.7534
5,5,D,-4.3257
5,5,L,-4.6523
5,5,R,-4.5365
5,6,U,-4.2263
5,6,D,-17.1000
5,6,L,-4.7072
5,6,R,-4.0277
5,7,U,-3.3716
5,7,D,-3.4283
5,7,L,-3.8120
5,7,R,-18.8100
5,9,U,-0.9990
5,9,D,-2.3904
5,9,L,-17.1000
5,9,R,-17.1000
5,11,U,-3.2551
5,11,D,-3.2041
5,11,L,-17.1000
5,11,R,-3.2013
5,12,U,-3.6490
5,12,D,-17.1000
5,12,L,-3.5374
5,12,R,-3.8446
5,13,U,-3.8227
5,13,D,-4.0166
5,13,L,-3.8143
5,13,R,-3.8709
5,14,U,-17.1000
5,14,D,-3.8207
5,14,L,-4.2275
5,14,R,-3.7762
5,15,U,-4.3155
5,15,D,-4.0997
5,15,L,-3.7688
5,15,R,-4.2711
5,16,U,-4.1798
5,16,D,-4.3540
5,16,L,-4.2807
5,16,R,-4.3214
5,17,U,-3.7598
5,17,D,-4.2386
5,17,L,-3.9338
5,17,R,-3.7665
5,18,U,-3.8166
5,18,D,-3.6927
5,18,L,-3.7617
5,18,R,-3.7597
6,1,U,-4.3275
6,1,D,-4.3322
6,1,L,-4.3213
6,1,R,-4.4012
6,2,U,-4.5320
6,2,D,-4.7228
6,2,L,-4.4115
6,2,R,-4.4465
6,3,U,-4.6762
6,3,D,-4.5343
6,3,L,-4.7104
6,3,R,-4.4621
6,4,U,-4.9579
6,4,D,-4.2304
6,4,L,-4.8524
6,4,R,-4.7342
6,5,U,-4.4487
6,5,D,-4.3207
6,5,L,-4.7524
6,5,R,-18.8100
6,7,U,-3.7566
6,7,D,-3.0687
6,7,L,-17.1000
6,7,R,-2.7076
6,8,U,-17.1000
6,8,D,-17.1000
6,8,L,-3.0058
6,8,R,-1.8990
6,9,U,-1.8821
6,9,D,-1.8821
6,9,L,-2.5300
6,9,R,-2.3185
6,10,U,-17.1000
6,10,D,-17.1000
6,10,L,-2.6141
6,10,R,-3.6994
6,11,U,-3.7277
6,11,D,-3.7549
6,11,L,-3.2776
6,11,R,-17.1000
6,13,U,-3.7505
6,13,D,-4.3274
6,13,L,-17.1000
6,13,R,-4.1872
6,14,U,-4.2535
6,14,D,-3.7672
6,14,L,-3.6535
6,14,R,-3.8381
6,15,U,-3.7708
6,15,D,-3.9101
6,15,L,-4.1227
6,15,R,-4.2377
6,16,U,-4.3260
6,16,D,-4.2628
6,16,L,-3.8538
6,16,R,-3.8761
6,17,U,-3.7671
6,17,D,-3.9688
6,17,L,-4.2214
6,17,R,-3.7651
6,18,U,-3.7664
6,18,D,-3.7597
6,18,L,-3.5911
6,18,R,-3.7597
7,1,U,-4.4314
7,1,D,-4.7071
7,1,L,-4.3213
7,1,R,-3.9554
7,2,U,-4.3536
7,2,D,-4.7913
7,2,L,-4.2823
7,2,R,-4.2261
7,3,U,-4.7478
7,3,D,-4.7854
7,3,L,-4.3109
7,3,R,-4.3265
7,4,U,-3.7760
7,4,D,-17.1000
7,4,L,-4.2772
7,4,R,-4.1890
7,5,U,-4.6363
7,5,D,-4.2465
7,5,L,-3.9327
7,5,R,-4.2242
7,6,U,-17.1000
7,6,D,-3.9526
7,6,L,-4.1393
7,6,R,-4.0014
7,7,U,-3.3619
7,7,D,-3.6919
7,7,L,-4.2682
7,7,R,-17.1000
7,9,U,-2.3904
7,9,D,12.8520
7,9,L,-17.1000
7,9,R,-17.1000
7,11,U,-3.3609
7,11,D,-3.7440
7,11,L,-17.1000
7,11,R,-3.9325
7,12,U,-17.1000
7,12,D,-3.7771
7,12,L,-3.8342
7,12,R,-3.7785
7,13,U,-3.9574
7,13,D,-3.9886
7,13,L,-3.9681
7,13,R,-3.9663
7,14,U,-3.9445
7,14,D,-17.1000
7,14,L,-4.2101
7,14,R,-3.8202
7,15,U,-3.8614
7,15,D,-3.8563
7,15,L,-3.9855
7,15,R,-4.1895
7,16,U,-4.3631
7,16,D,-3.7517
7,16,L,-4.2653
7,16,R,-3.7840
7,17,U,-3.8038
7,17,D,-3.7067
7,17,L,-4.2260
7,17,R,-3.7404
7,18,U,-3.6993
7,18,D,-3.6381
7,18,L,-3.7606
7,18,R,-3.7597
